id|code|department|name|state|date_start|date_start_revised|date_end|date_end_revised|cost_target|cost_target_revised|cost_spent|progress
21|615202|power grid corporation of india limited [powergrid]|north eastern region power system improvement project [nerpsip] |multi-states (tripura, nagaland, mizoram, assam, meghalaya, manipur)|12/2014 |03/2016|12/2018 |03/2026|5111.33|6700.0|5506.73|96.0
22|615206|hindustan petroleum corporation limited [hpcl]|setting up of new rail fed pol facility at kamardanga, assam |assam|03/2023 |03/2023|07/2027 |07/2027|384.04|384.04|190.47|76.0
23|705357|hindustan petroleum corporation limited|construction of lpg facilities at kamardanga, assam |assam|03/2023 |03/2023|07/2027 |07/2027|156.36|156.36|87.79|67.0
24|705362|ministry of petroleum & natural gas|paradip-numaligarh crude oil pipeline [pncpl] & crude oil import terminal [coit] at paradip |assam|01/2019 |01/2019|07/2024 |06/2026|10228.0|11407.0|10626.49|91.0
25|705368|ministry of petroleum & natural gas|lpg bottling plant at mualkhang |mizoram|07/2024 |07/2024|10/2028 |11/2027|225.71|225.71|18.59|28.0
26|705373|indian oil corporation limited [iocl]|grass root rail-fed depot at sekerkote, agartala as resitement of existing dharmanagar depot |tripura|06/2022 |06/2022|09/2025 |06/2026|656.0|656.0|509.07|96.0
27|705385|nrl|power recovery turbine [prt] in pfccu unit as an energy conservation scheme |assam|04/2023 |04/2023|12/2024 |09/2026|293.5|293.5|97.24|99.0
28|705391|nrl|dcu revamp project |assam|08/2021 |08/2021|07/2024 |06/2026|370.0|370.0|286.89|72.0
29|705392|ministry of petroleum & natural gas|borholla ggs life extension project [blep] |assam|09/2023 |09/2023|05/2026 |05/2026|198.7|198.7|75.38|51.0
30|705401|ministry of petroleum & natural gas|pipeline network project rudrasagar |assam|01/2023 |01/2023|04/2026 |04/2026|481.03|481.03|227.47|52.0
31|705419|ministry of petroleum & natural gas|numaligarh refinery expansion project |assam|07/2020 |07/2020|07/2024 |09/2026|12366.0|22494.0|18586.83|82.0
32|705424|ministry of petroleum & natural gas|development of surface facilities for production and evacuation of crude oil and natural gas from nadua and east khagorija |assam|01/2018 |01/2018|02/2020 |06/2026|682.9|726.93|597.74|94.0
33|705428|ministryofpetroleumnaturalgas|capacity expansion of digboi refinery from 0.65 to 1.0 mmtpa |assam|06/2022 |06/2022|03/2026 |07/2027|768.0|740.0|169.13|51.0
34|705429|ministry of petroleum & natural gas|guwahati refinery expansion [1.0 to 1.2 mmtpa] along with installation of cru, guwahati refinery |assam|05/2021 |05/2021|10/2023 |05/2026|412.3|577.0|474.39|91.0
35|705432|ministryofpetroleumnaturalgas|augmentation/revamping of facilities at existing guwahati terminal at betkuchi |assam|04/2022 |04/2022|09/2026 |09/2026|277.0|323.09|207.72|78.0
36|705433|ministry of petroleum & natural gas|construction of field gas gathering station at baghjan area for collection, processing & transportation of natural gas to be produced from baghjan field |assam|12/2020 |12/2020|03/2024 |03/2026|430.76|430.76|343.44|91.0
37|705434|ministry of petroleum & natural gas|pipeline rehabilitation project, phase-ii |assam|12/2024 |12/2024|12/2029 |12/2029|680.0|680.0|2.93|18.0
38|705437|ministry of petroleum & natural gas|coke drum structure package |assam|12/2022 |12/2022|12/2025 |09/2026|635.28|635.28|172.61|55.0
39|615327|ministry of petroleum & natural gas|upgradation of facilities of numaligarh-siliguri product pipeline [nspl] for transportation of additional products from existing 1.72 mmtpa to 5.5 mmtpa |assam|06/2021 |06/2021|12/2024 |03/2026|860.0|860.0|636.92|99.0
40|615330|ministry of petroleum & natural gas|north east gas grid |multi-states (arunachal pradesh, assam, meghalaya, sikkim, mizoram, manipur, tripura, nagaland)|04/2020 |04/2020|03/2024 |03/2026|9265.0|9265.0|6689.0|87.0
41|615331|ministryofpetroleumnaturalgas|augmentation/ revamping of dimapur depot, dimapur |nagaland|08/2023 |08/2023|11/2027 |11/2027|227.62|227.62|18.35|36.0
42|705444|oil and natural gas corporation limited [ongc]|creation of gas dehydration facilities, tripura asset |tripura|03/2022 |03/2022|05/2024 |05/2026|209.33|131.51|78.98|67.0
43|615333|medical education, ministry of health and family welfare|establishment of new gmc gangtok |sikkim|10/2018 |12/2018|12/2026 |12/2026|250.0|635.21|655.21|92.0
44|615334|employee's state insurance company [esic]|construction of 200 bedded esic hospital with 62 nos staff quarters , beltola |assam|12/2017 |10/2021|04/2025 |04/2026|143.23|154.75|116.08|98.0
45|615332|northeast frontier railway [nfr]|furkating-new tinsukia[194 km] |assam|09/2025 |09/2025|06/2029 |06/2029|3633.58|3633.58|0.0|0.0
46|615335|northeast frontier railway [nfr]|doubling of new bonggigaon to kamakhya via goalpara - 176 km |assam|09/2016 |09/2016|03/2026 |03/2026|4060.0|4961.0|3787.41|93.0
47|615337|gm/c/ nfr|harmuty-murkongselek branch line electrification project |assam|09/2018 |01/2022|05/2024 |05/2024|237.52|237.52|0.0|0.0
48|705450|gm/c/ nfr|mariani-jorhat, tinsukia-dangri and makum -tiraptrack electrification project |assam|09/2018 |01/2022|05/2024 |05/2024|183.99|183.99|0.0|0.0
49|615339|central organisation for railway electrification [core]|guwahati-dibrugarh via tinsukia & simaluguri-dibrugarh |assam|09/2020 |09/2018|09/2020 |06/2024|890.36|889.36|391.73|89.0
50|615340|northeast frontier railway [nfr]|jiribam-imphal new line project |manipur|03/2013 |12/2007|12/2026 |06/2029|14323.0|21885.9|15849.48|71.0
51|705453|northeast frontier railway [nfr] - ii|murkongselek-pasighat |multi-states (assam, arunachal pradesh)|02/2011 |03/2023|03/2025 |12/2026|435.0|1250.0|828.77|66.0
52|705454|northeast frontier railway [nfr]|lumding furkating doubling project 140 km |multi-states (assam, nagaland)|02/2024 |01/2025|02/2028 |02/2028|2123.7|2123.7|64.07|1.0
53|615342|northeast frontier railway [nfr] - ii|dimapur [dhansiri]-sukhobi kohima [zubza] nl [82.5 km] |multi-states (nagaland, assam)|08/2015 |02/2016|03/2025 |12/2029|6663.0|6663.0|6082.94|41.0
54|615343|indian railway construction international limited [ircon]|sivok-rangpo new rail line |sikkim|10/2009 |05/2010|05/2015 |12/2027|7877.0|11775.0|10312.14|92.0
55|705457|nhidcl|construction of 2-laning with hard shoulders of demwe-brahmakund section of nh-13 from ch.0.00 km to 18.464 km on epc under sardp-ne nho-ne - balance work |arunachal pradesh|08/2020 |06/2025|12/2027 |12/2027|353.9|353.9|0.0|15.0
56|615345|morth|4-laning of itanagar to bandardewa section of nh-415from km 40430 to km 51735 package-bon epc mode in the state of arunachal pradesh job no. 415/ar. p/2020-21/031 |arunachal pradesh|06/2020 |12/2021|12/2024 |12/2024|496.47|496.47|156.97|50.0
57|615344|morth|construction of 2-lane road of potin to pangin section of nh-13 from km 163.59 to km 206.66 package-5 on epc mode in the state of arunachal pradesh under arunachal pradesh package of roads and highways of sardp-ne [job no sardp-ne/p-p/pkg-a/nh-13/ar.pr./pwd/2018-19/116] |arunachal pradesh|03/2019 |11/2020|11/2023 |07/2024|450.65|450.65|308.61|96.0
58|615346|nhidcl|roing-hunli road greenfield alignment project |arunachal pradesh|02/2017 |03/2018|03/2022 |04/2025|1718.59|1718.59|178.83|80.0
59|615347|nhidcl|construction of balance work of 2-lane with ps of joram koloriang road from existing km122.600 to km138.00 [design km108.724 to km123.714] in arunachal pradesh on epc mode under sardp-ne pkg-7 |arunachal pradesh|02/2017 |10/2020|04/2022 |09/2023|184.89|184.89|0.0|99.0
60|615349|nhidcl|construction of balance work of 2-lane with ps of joram-koloriang road nh- 713 on epc basis from design km 44.989 to km 61.547 existing km 50.050 to km 70.000 in the state of arunachal pradesh under sardp-ne pkg-3 |arunachal pradesh|02/2017 |10/2020|04/2022 |07/2023|228.72|228.72|0.0|99.0
61|705458|nhidcl|construction of intermediate lane of pango to jorging road from 0000 to design km design km 40000 design length 40.00 km, pkg-l, greenfield alignment in the state of arunachal pradesh on epc mode pkg-1 |arunachal pradesh|01/2024 |01/2025|07/2027 |07/2027|898.19|898.19|0.0|31.0
62|705479|nhidcl|construction of lntermediate lane road with hard shoulder from design chainage km 0.000 to km 53.040 existing length68.500 km & total design length 53.04 km of tato to monigong section of nh-913 frontier highway on nafra bomdila to vijaynagar along china border in state of arunachal pradesh on epc mode |arunachal pradesh|12/2023 |05/2025|11/2027 |11/2027|625.61|625.61|0.0|17.0
63|705482|nhidcl|construction of intermediate lane road with hard shoulder from design km 0.000 to km 17.387 total length 17.387 km of hunli to ithun bridge section on nh-913 frontier highway in state of arunachal pradesh on epc mode under nho-ne |arunachal pradesh|02/2024 |01/2025|01/2027 |01/2027|275.5|275.5|0.0|40.0
64|705490|nhidcl|construction of intermediate lane with hard shoulder of hunli to hayuliang from design km 0.000 to km 53.000 design length 53.000 km, greenfield section of frontier highway nh-913 in the state of arunachal pradesh on epc mode package-i |arunachal pradesh|02/2024 |03/2025|02/2028 |02/2028|1262.43|1262.43|207.36|12.0
65|705491|nhidcl|construction of intermediate lane with hard shoulder of hunli to hayuliang package-iii from design km 60.000 to km 121.500 design length 61.500 km, greenfield section of frontier highway nh-913 in the state of arunachal pradesh on epc mode pkg-3 |arunachal pradesh|02/2024 |07/2025|07/2028 |07/2028|1418.67|1418.67|0.0|1.0
66|705492|nhidcl|4-laning from rangagara to kaliabor tiniali from km 297.00 to km 315.315 of nh-37 on epc basis under sardp-ne in state of assam |assam|01/2016 |10/2017|04/2020 |07/2025|386.51|386.51|351.77|95.0
67|705494|nhidcl|4-laning of jamugurihat to end of biswanath chariali by-pass from km 182.000 to km 208.000 of nh-52 on epc mode in state of assam under sardp-ne |assam|03/2015 |12/2016|06/2019 |03/2025|599.0|599.0|404.9|100.0
68|705495|nhidcl|construction of balance work of 4-laning of nh-37 section between end of moran bypass to bogibeel junction near lapetketa km. 561.700-km. 580.875 under sardp-ne, phase 'a' in the state of assam on epc mode pkg-i road works & toll plaza |assam|01/2016 |09/2024|08/2025 |08/2025|274.34|274.34|0.0|100.0
69|705496|nhidcl|wideinig & upgradation to 2-lanes with paved shoulders road from tamenglong to mahur nh-137 in the state of assam starting from km 96.870 near jiri river to km 116.550 near hangrum package-7 on epc mode package7 |assam|12/2023 |03/2024|03/2026 |03/2026|846.82|846.82|0.0|71.0
70|705498|nhidcl|widening & upgradation to 2 lanes with paved shoulders road from tamenglong to mahur nh-137 in the state of assam starting from km 136.500 near hejaichak to km 156.489 near p. leikul package-9 on epc mode under nho-ne package- 9 |assam|03/2023 |08/2023|08/2025 |08/2025|860.37|614.43|505.73|87.0
71|705500|nhidcl|widening & upgradation to 2 lanes with paved shoulders road from tamenglong to mahur nh-137 in the state of assam starting from km 156.489 near p. leikul to km 176.410 near borowapu on epc mode under nho-ne assam portion package-10 |assam|03/2023 |08/2023|08/2025 |08/2025|890.33|693.15|551.37|81.0
72|705502|nhidcl|4-laning of nh-37 section between demow to end of moran bypass from km. 534.800 to km. 561.700 including emergency landing facility elf under sardp-ne, phase 'a' in the state of assam on epc mode |assam|01/2016 |01/2023|08/2025 |01/2025|385.57|385.57|0.0|0.0
73|705503|nhidcl|construction of balance work of 4-laning of the section from jorhat to jhanji of nh-37 old from km 453000 to km 463000 10.000 km, under sardp- ne under epc mode in the state of assam pkg-i road works |assam|01/2024 |02/2024|08/2024 |08/2024|478.3|478.3|0.0|96.0
74|705504|nhidcl|construction of balance work of 4-laning of the section from jhanji to demow of nh-37 old from km 490.800 to km 534.800, under sardp- ne on epc mode in the state of assam pkg- iv structures & toll plaza |assam|01/2016 |10/2024|10/2025 |10/2025|187.09|100.22|0.0|0.0
75|705505|nhidcl|widening/improvement to 4-lane with paved shoulder configuration of existing single lane road from srirampur near bhairiguri village to kachukhana harichara paglagaunj package-i of srirampur - dhubri section of nh-127b from existing km 0.000 to km 28.050 design km 0.000 to km 27.650, design length27.650 km under jica oda loan assistance phase-v -balance work |assam|03/2022 |11/2024|11/2026 |11/2026|613.89|613.89|205.64|56.0
76|705506|nhidcl|construction of balance work of 4-laning of the section from jhanji to demow of nh-37 old from km 490.800 to km 501.800 11.000 km, under sardp- ne under epc mode in the state of assam pkg-i road works |assam|01/2016 |10/2024|09/2025 |09/2025|467.79|476.5|72.13|0.0
77|705507|nhidcl|construction of balance work of the 4-laning of the section from jorhat to jhanji of nh-37 old from km 477.000 to km 490800 13.800 km, under sardp- ne under epc mode in the state of assam pkg-iii road works |assam|01/2024 |02/2024|08/2024 |08/2024|358.72|358.72|0.07|99.0
78|705510|nhidcl|construction of balance work of the 4-laning of the section from jorhat to jhanji of nh-37 old from km 463.00 to km 477.000 14.000 km, under sardp- ne under epc mode in the state of assam pkg-ii road works |assam|01/2024 |02/2024|08/2024 |08/2024|438.44|438.44|0.0|95.0
79|705511|nhidcl|construction of balance work of the 4-laning of the section from jorhat to jhanji of nh-37 old from km 453.000 to km 490.800, under sardp- ne , under epc mode in the state of assam pkg-iv structures & toll plaza |assam|01/2024 |02/2024|08/2024 |08/2024|279.01|279.01|0.0|94.0
80|705512|nhidcl|widening / improvement to 4-lane with paved shoulder configuration of existing single lane road from kachukhana harichara paglagaunj to dhubri - phulbari bridge approach package-ii of srirampur - dhubri section of nh-127b from existing km 28.050 to km 55.060 design km 27.650 to km 54.154, design length26.504 km under jica oda loan assistance phase-v [srirampur - dhubri pkg-2] |assam|03/2022 |01/2023|01/2025 |01/2025|909.02|909.02|637.69|100.0
81|705513|nhidcl|widening/improvement to 4-lane with paved shoulder from km 626030 nalani hulla gaon to km 650450 chotahapjan on existing tinsukhia -makum bypass of nh-15 old nh-37 and strengthening of existing nh-315 old nh-38 from km 0000 chotahapjan to km 16900 bogapani section 2-lane ps in assam on epcmode under nho-ne package-3 |assam|01/2023 |05/2023|05/2025 |05/2025|458.59|458.59|210.94|80.0
82|705514|nhidcl|widening/improvement to 2-lane lane with paved shoulder from km 16900 bogapani to km 27150 golai goan on existing dibrugarh to ledo section with proposed digboi bypass green field and brownfield 2-laneps of nh-315 old nh-38 in tinsukia district under nho- ne package-4 |assam|01/2023 |12/2023|12/2026 |12/2026|356.65|356.65|0.0|20.0
83|705515|nhidcl|earthwork in formation, road work, construction of bridges, blanketing, p. way linking works including supply of p. way fittings and track ballast in connection with construction of railway siding from jogighopa railway station to mmlp at jogighopa from ch. 00 to 3760 on item rate basis package -3, railway siding from jogighopa railway station to mmlp |assam|02/2020 |12/2020|06/2022 |09/2024|693.97|693.97|37.6|93.0
84|705526|nhidcl|construction of 4-lane bridge including approaches over river brahmaputra between dhubri on north bank,assam and phulbari on south bank,meghalaya on nh-127b under jica oda loan assistance phase-iii |assam|05/2019 |12/2020|09/2028 |12/2028|4997.04|4997.04|2681.39|72.0
85|705527|nhidcl|development of external trunk connectivity and internal infrastructure works at multi model logistics parkmmlp at jogighopa in the state of assam on epc mode package-i road and utility works |assam|02/2020 |09/2020|04/2022 |10/2024|693.97|693.97|296.92|100.0
86|705528|national highways authority of india [nhai]|6l standalone flyovers at bongaigaon, chapaguri, pathsala, simlaguri chowk and baihata bypass junctions on stretches of nh-31 and nh-27 |assam|03/2022 |01/2023|07/2024 |07/2024|457.72|412.15|371.63|100.0
87|618929|national highways authority of india [nhai]|6l standalone flyovers at raha, demow, borghat, kathiatali junctions and rob at jagiroad on stretches of nh 36 and nh 27 |assam|03/2022 |12/2022|06/2024 |06/2024|280.75|255.53|211.79|99.0
88|705562|national highways authority of india [nhai]|guwahati ring road in the state of assam |assam|08/2024 |01/2026|01/2030 |01/2030|5729.47|5729.47|2.25|0.0
89|705567|national highways authority of india [nhai]|2l with es of yagyi - kalewa section from milepost 40/0 to milepost 115/5 in myanmar |assam|12/2017 |05/2018|06/2023 |02/2024|1200.14|1200.14|0.0|52.0
90|705572|nhidcl|lmprovement to 4-lane with paved shoulder from existing km 260000 design ch.4560 km to existing km ch.233000 d. ch.24560 of silchar near nutan dayapur village - budha nagar section length-20.00 km of nh-37 under package silchar-jiribam pkg-1 in the state of assam on ham mode |assam|01/2024 |01/2025|01/2028 |01/2028|957.95|957.95|149.35|36.0
91|705583|nhidcl|construction of 4/6 laning from existing km 159.400 of nh-36 to existing km 102.500 of nh-39 and upto end point of assam portion [design km 118.050 to design km 132.375] total new alignment length of 14.325 km of daboka - dimapur section dimapur bypass in the state of assam under sardp-ne 'phase-a' on epc mode assam portion |assam|03/2018 |11/2019|11/2022 |08/2024|511.02|511.02|647.21|100.0
92|705588|nhidcl|construction of balance work of 4-laning of the section from jhanji to demow of nh-37 old from km 501.800 to km 514.800 13.000 km, under sardp- ne under epc mode in the state of assam pkg-ii road works |assam|10/2014 |10/2024|10/2025 |10/2025|508.76|542.87|58.12|47.0
93|705598|nhidcl|widening/improvement to 4-lane with paved shoulder from km 113300 to km 146230 design chainage 113830 to 145712 of kwaram taro village - dillai section in assam on epc package-6 |assam|09/2021 |07/2022|07/2024 |03/2025|625.64|625.64|0.0|0.0
94|705608|nhidcl|widening/improvement to 4-lane with paved shoulder from km 38500 to km 51246 design chainage 38500 to 50959 with proposed daboka bypass of daboka-parokhaowa of nh 29 on epc under nho-ne package-1 |assam|01/2023 |11/2023|11/2025 |11/2025|516.88|516.88|0.0|95.0
95|705610|nhidcl|dillai to lahorijan package-7 |assam|11/2021 |01/2023|07/2024 |12/2025|204.1|204.1|0.0|0.0
96|705612|nhidcl|construction of 4-lane badarpur bypass from design chainage km 27300 at crossing with nh-6 old nh-44 near siddeswar pt.-i village to design chainage km 38600 on nh-37 old nh-44 at kandigram chaita village on silchar - churaibari stretch in the state of assam on epc mode under bharatmala pariyojana in economic corridors silchar- churaibari pkg-3 |assam|02/2023 |02/2024|08/2026 |08/2026|574.26|574.26|295.12|63.0
97|705613|nhidcl|construction of balance work of 4-laning of the section from jhanji to demow of nh-37 old from km 514.800 to km 534.800 20.000 km, under sardp- ne under epc mode in the state of assam pkg-iii road works |assam|10/2014 |10/2024|09/2025 |09/2025|344.71|619.7|46.37|62.0
98|705616|nhai|balance work of 4l of narimbanglojatinga junction- harangajoroad section from km 0.000 to km 49.230 of nh-27 |assam|03/2022 |01/2023|01/2026 |01/2026|1909.98|2745.74|1170.13|89.0
99|705617|morth|construction of 2 lane barpeta bypass from km 77900baradi to km 86150 deurikuchi length8.25km on nh-427 in the state of assam under epc modejob no.427/as/2022-23/245 |assam|03/2023 |02/2025|08/2026 |08/2026|173.65|173.65|4.87|20.0
100|705628|morth|construction of 4 lane gauripur bypass starting bfrom km 852.56 of nh- 31dumardoha pt-ii and terminating at km 862.17 baladmara via. khudimari pt.- ii, fulkumari, charaldanga, sajuakuti,geramari pt.-iii and finally meeting at km 862.17 of nh-17new/ nh-31old in the state of assam under epc mode job no. 31/as/ 2023-24/265 |assam|03/2024 |04/2025|10/2026 |10/2026|421.15|421.15|0.0|14.0
101|705629|morth|construction of mangaldoi bypass nh-15 starting at ch 26400 and terminating at ch 41505 under rangia nh division l 15.105 km in the state of assam. job no. 15/as/2021-22/234 |assam|03/2022 |04/2023|04/2025 |04/2025|535.03|535.03|161.56|64.0
102|705632|nhidcl|4-laning of silchar - dhanehari section from existing chainage km 263800 of nh 37 to km 12920 of nh 306 design chainage km 0000 to km 20000 on silchar - vairengte - sairang road in the state of assam under bharatmala pariyojna on epc mode package-1 |assam|02/2023 |01/2024|07/2026 |07/2026|1256.9|1256.9|542.56|55.0
103|705633|nhidcl|4-laning of dhanehari lailapur / vairengte section from existing chainage km 12920 to km 43000 of nh 306 design chainage km 20000 to km 49360 on silchar - vairengte sairang road in the state of assam under bharatmala pariyojna on epc mode. project length 29.360 km under nho-ne package-2 |assam|03/2023 |02/2024|08/2026 |08/2026|1716.21|1716.21|918.32|79.0
104|705638|nhidcl|widening/lmprovement of existing 2 lane to 4-laning of karimganj-silchar section of nh-37 from design ch 0.000 near silchar isbt to design ch 15.970 near kalinagar pt i on nh-37 in assam on ham mode pkg-1 |assam|03/2024 |09/2025|09/2027 |09/2027|1181.55|1181.55|0.0|0.0
105|705639|nhidcl|widening/lmprovement to 4-lane with paved shoulder from existing road and greenfield alignment form design ch. 62.800 start of proposed nilambazar/cheragi bypass to design ch. 87.700 near chandkhira village of nh-8 on silchar-churaibari in the state of assam on ham mode package-5 |assam|02/2024 |04/2025|10/2027 |10/2027|1258.13|1258.13|0.0|6.0
106|705648|nhidcl|widening/lmprovement to 4-lane with paved shoulder for existing as well as greenfield alignment of badarpur churaibari section of nh-8 from design chainage 87.700 chandkhira to km. 106.500 churaibari section assam-tripura border in the state of assam on ham mode package-6 |assam|03/2024 |03/2025|03/2027 |03/2027|870.0|870.0|0.0|30.0
107|705650|nhidcl|widening/lmprovement to 4-l of karimgani - sutarkandi section of nh 37 from design ch 0020 start of proposed karimganj bypass from nh -8 to design chainage km 14380 near sutarkandi spur connectivity to indo/bangladesh border on silchar-churaibari in the state of assam on ham mode package-7 |assam|02/2024 |02/2025|02/2027 |02/2027|791.79|791.79|0.06|21.0
108|705651|nhidcl|widening/lmprovement to 4-laning and greenfield alignment with paved shoulder of silchar-badarpur churaibari section of nh-37 & nh-8 from design chainage 38.600 end point of proposed badarpur bypass to km. 62.800 start point of proposed nilambazar/cheragi bypass in the state of assam on ham mode package-4 |assam|02/2024 |08/2025|08/2027 |08/2027|1319.55|1319.55|0.0|5.0
109|705659|nhidcl|construction of 4-lane panchgram bypass from design chainage km 15500 on nh-37 old nh-53 at kalinagar pt.-i village to design chainage km 27300 at crossing with nh-6 old nh-44 near siddeswar pt.-i village on silchar - churaibari stretch in the state of assam on epc mode under bharatmala pariyojana in economic corridors silchar- churaibari package-2 |assam|03/2023 |08/2024|02/2027 |02/2027|676.18|728.97|0.0|46.0
110|705660|nhidcl|construction and up gradation to 4-lane of existing two lane with paved shoulder from hapachara to tulungia road of nh-117 of existing km 0.00 to km 14.050 and design km 0.000 to km 14.660 under bmp on epc mode |assam|03/2020 |06/2020|12/2022 |06/2024|224.85|224.85|204.19|97.0
111|705661|nhidcl|widening/lmprovement to 4-lane with paved shoulder from ch.5.580 km to ch.25.633 km design ch.0.000 km to ch.17.737km km 901.100 to km 921.145 of old nh-31 of bilasipara- guwahati road nh-17 section near chirakuta to near mowatari, before chapar bypass in the state ol assam on ham mode package-1 |assam|02/2024 |02/2025|08/2027 |08/2027|1081.15|1081.15|0.0|19.0
112|705662|nhidcl|widening/improvement to 4-lane with paved shoulder from ch. 25.633 km to ch. 52.470 km design ch. 21.850 km to ch.48.670 km for package-2 of bilasipura- guwahati road nh-17 section near mowatari, before chapar bypass to tulungia junction with nh-17 in the state of assam on ham mode under nho- ne package-2 |assam|11/2023 |12/2024|06/2027 |06/2027|1338.61|1338.61|0.0|8.0
113|705663|nhidcl|construction of new 2-lane bridge with its approaches from km 0000 to km 4385 across river brahmaputra on nh-17 at jogighopa in assam on epc mode |assam|09/2021 |11/2021|11/2024 |06/2026|746.76|746.76|401.01|74.0
114|705667|nhidcl|widening/improvement to 4 -lane with paved shoulder from ch. 88.000km to ch.99.930 km design ch.84.100km to ch.96.000 km of sagunbashi forest near nichinta to starting of krishnai bypass section of bilasipura guwahati road nh 17 on epc package-7 |assam|03/2021 |10/2023|10/2025 |10/2025|286.72|286.72|183.14|100.0
115|705668|nhidcl|widening/improvement to 4-lane with paved shoulder from km 99930 to km 143680 design chainage 96000 to 139750 of paikan to dhupdhara sahar of bilasipura-guwahati road on nh-17 in the state of assam on epc mode under bharatmala pariyojana in economic corridors project length 43.750km under nho-ne package-8 |assam|03/2023 |12/2023|12/2026 |12/2026|1457.59|1457.59|730.41|71.0
116|705728|nhidcl|4-l bilasipara-guwahati package-9 |assam|03/2023 |12/2023|06/2026 |06/2026|1000.27|1000.27|361.39|47.0
117|705730|nhidcl|4-l bilasipara-guwahati package-10 |assam|03/2023 |12/2023|06/2026 |06/2026|1264.9|1264.9|417.71|52.0
118|705735|morth|construction of 2 lane major bridge including approaches over brahmaputra between majuli on north bank and jorhat on south bank from km. 11.690 to km. 19.715 length of bridge 6,812.5m package - ii on nh-715k in the state of assam job no. 715/as/2020-21/213 |assam|03/2025 |12/2025|12/2027 |12/2027|1019.17|1019.17|0.0|0.0
